task_id,conversation_type,duration_min,n_events_mean,event_rate_per_min,word_rate_wpm,words_sp1,words_sp2,wpm_sp1,wpm_sp2,ttr_sp1,ttr_sp2,silence_ratio,turn_count,turn_dur_mean,turn_dur_median,turn_dur_std,n_speaker_changes,fto_mean_s,fto_median_s,fto_n,speaker_balance,bc_rate_per_min,bc_ack_per_min,bc_cont_per_min,bc_react_per_min,int_rate_per_min,int_competitive_per_min,int_cooperative_per_min,int_floor_taking_per_min,int_non_floor_per_min,overlap_count_per_min,overlap_dur_s,laughter_rate_per_min,non_content_ratio,question_rate_per_min
4290,Switchboard,4.991,96.0,19.235,231.82,601,556,120.42,111.4,0.3444,0.3867,0.1375,36,8.351,4.169,10.182,35,-0.036,0.185,35,0.5142,4.809,,,,1.002,,,0.801,0.2,3.005,5.73,3.206,0.0042,
4291,Switchboard,4.974,54.0,10.856,206.46,548,479,110.16,96.29,0.3796,0.3695,0.1504,11,26.822,14.324,29.807,10,0.107,0.131,10,0.5808,7.036,,,,0.201,,,0.201,0.0,0.804,1.38,0.201,0.0012,
4292,Switchboard,4.995,127.0,25.424,190.18,431,519,86.28,103.9,0.4153,0.4528,0.1363,51,5.806,2.105,8.496,50,0.072,0.11,50,0.4925,5.806,,,,0.801,,,0.801,0.0,4.204,6.63,4.004,0.0104,
4293,Switchboard,5.001,81.0,16.196,185.56,495,433,98.98,86.58,0.4303,0.4434,0.2015,31,8.837,7.404,7.699,30,0.832,0.572,30,0.5067,3.199,,,,0.4,,,0.4,0.0,0.6,0.92,4.599,0.0145,
4294,Switchboard,4.985,26.0,5.216,193.2,201,762,40.32,152.87,0.5224,0.4199,0.1869,18,16.083,7.584,18.748,17,0.534,0.308,17,0.2015,0.401,,,,0.0,,,0.0,0.0,0.201,0.14,0.401,0.004,
4295,Switchboard,4.982,47.0,9.433,218.97,360,731,72.25,146.72,0.525,0.394,0.0888,18,17.186,10.15,14.977,17,-0.616,-0.558,17,0.3588,1.606,,,,1.004,,,1.004,0.0,2.408,6.33,0.401,0.0042,
4296,Switchboard,4.981,80.0,16.062,229.08,804,337,161.42,67.66,0.3483,0.4214,0.1599,36,8.586,3.534,13.19,35,-0.295,-0.069,35,0.6865,2.208,,,,1.004,,,1.004,0.0,5.019,7.83,0.602,0.0072,
4297,Switchboard,4.981,63.0,12.648,166.64,489,341,98.18,68.46,0.4172,0.4516,0.269,26,10.382,7.683,10.136,25,1.12,0.826,25,0.6224,3.012,,,,0.402,,,0.402,0.0,0.602,1.62,1.606,0.0175,
4298,Switchboard,4.955,78.0,15.741,156.6,556,220,112.2,44.4,0.3831,0.5818,0.2355,36,8.05,3.586,10.638,35,0.2,0.103,35,0.6878,1.211,,,,0.605,,,0.605,0.0,3.431,7.0,2.22,0.0123,
4299,Switchboard,4.985,115.0,23.071,182.76,274,637,54.97,127.79,0.4599,0.3595,0.1719,44,6.711,3.073,9.836,43,0.083,0.022,43,0.3536,6.42,,,,1.204,,,1.204,0.0,3.812,5.94,2.809,0.0122,
4300,Switchboard,4.992,121.0,24.239,214.54,750,321,150.24,64.3,0.3627,0.3863,0.1163,51,6.018,2.97,6.139,50,-0.161,-0.124,50,0.6298,5.008,,,,1.202,,,1.202,0.0,6.21,11.6,0.801,0.0253,
4301,Switchboard,4.973,72.0,14.477,191.62,420,533,84.45,107.17,0.4714,0.4371,0.1888,34,8.472,5.071,8.704,33,0.311,0.243,33,0.4779,2.011,,,,0.603,,,0.603,0.0,2.011,2.61,2.614,0.0087,
4302,Switchboard,4.978,50.0,10.044,192.64,301,658,60.46,132.18,0.4153,0.3708,0.2667,16,18.685,3.053,27.832,15,-0.168,0.079,15,0.3077,4.62,,,,0.402,,,0.201,0.201,1.406,2.47,0.0,0.0022,
4303,Switchboard,4.971,40.0,8.047,172.21,350,506,70.41,101.8,0.4229,0.417,0.2363,16,18.097,7.343,22.436,15,0.576,0.538,15,0.3873,3.42,,,,0.201,,,0.201,0.0,1.006,1.5,0.201,0.0,
4304,Switchboard,4.999,77.0,15.403,166.83,443,391,88.62,78.22,0.4153,0.4629,0.2617,37,7.835,2.46,10.865,36,0.276,0.28,36,0.516,2.4,,,,0.0,,,0.0,0.0,2.0,2.59,1.6,0.0131,
4305,Switchboard,4.973,65.0,13.07,195.44,401,571,80.63,114.81,0.4638,0.387,0.1582,24,12.484,3.318,16.53,23,-0.071,-0.078,23,0.4128,3.619,,,,0.603,,,0.603,0.0,3.418,3.83,0.402,0.0046,
4306,Switchboard,4.975,38.0,7.637,164.41,397,421,79.79,84.61,0.461,0.4466,0.2573,24,12.134,10.497,9.997,23,0.29,0.346,23,0.4377,1.608,,,,0.402,,,0.402,0.0,0.603,2.16,0.402,0.0001,
4307,Switchboard,4.981,46.0,9.235,188.72,360,580,72.28,116.45,0.4722,0.481,0.1305,24,12.441,6.209,15.093,23,0.002,0.173,23,0.3996,1.004,,,,0.602,,,0.602,0.0,1.606,4.57,0.402,0.0066,
4308,Switchboard,4.977,68.0,13.663,171.38,313,540,62.89,108.5,0.4696,0.4167,0.1575,17,17.025,5.725,18.902,16,0.574,0.515,16,0.4541,4.822,,,,0.201,,,0.201,0.0,1.005,1.65,3.014,0.0162,
4309,Switchboard,4.992,42.0,8.413,176.48,557,324,111.58,64.9,0.3627,0.4475,0.2102,11,26.617,10.834,33.332,10,0.591,0.311,10,0.6341,2.404,,,,0.0,,,0.0,0.0,0.401,0.44,0.601,0.0189,
4310,Switchboard,4.984,56.0,11.236,173.75,383,483,76.85,96.91,0.4491,0.4534,0.188,18,16.393,12.497,16.221,17,0.229,0.176,17,0.4875,4.414,,,,0.0,,,0.0,0.0,1.003,1.58,0.0,0.0196,
4311,Switchboard,4.948,58.0,11.722,156.23,376,397,75.99,80.24,0.4574,0.3879,0.1884,21,13.833,10.278,13.417,20,0.209,0.146,20,0.4405,1.415,,,,0.202,,,0.202,0.0,1.415,1.62,0.606,0.0335,0.202
4312,Switchboard,4.992,59.0,11.819,149.04,239,505,47.88,101.16,0.477,0.4535,0.1745,22,13.154,4.745,14.835,21,0.475,0.279,21,0.2818,2.003,,,,0.2,,,0.2,0.0,1.202,2.21,3.606,0.0072,0.801
4313,Switchboard,4.992,70.0,14.022,193.11,478,486,95.75,97.36,0.4414,0.4012,0.1868,36,8.03,4.246,11.699,35,0.297,0.343,35,0.4594,2.204,,,,1.002,,,1.002,0.0,2.404,4.96,1.202,0.0035,
4314,Switchboard,4.958,134.0,27.028,217.23,734,343,148.05,69.18,0.312,0.4606,0.1933,76,3.767,1.674,5.107,75,0.136,0.189,75,0.6868,3.429,,,,0.403,,,0.403,0.0,5.648,6.64,1.412,0.0105,3.832
4315,Switchboard,4.981,81.0,16.262,233.5,470,693,94.36,139.13,0.4723,0.3362,0.2407,45,6.471,3.15,7.106,44,0.135,0.124,44,0.4326,2.61,,,,1.205,,,1.205,0.0,3.413,5.41,0.402,0.0027,
4316,Switchboard,4.956,87.0,17.553,208.83,689,346,139.01,69.81,0.3643,0.4393,0.182,45,6.581,3.91,7.692,44,0.027,0.168,44,0.6155,2.219,,,,1.009,,,1.009,0.0,3.43,6.69,1.009,0.0174,1.412
4317,Switchboard,4.982,92.0,18.465,188.66,347,593,69.64,119.02,0.4121,0.3862,0.159,34,8.428,5.845,9.137,33,0.374,0.36,33,0.4193,3.412,,,,0.201,,,0.201,0.0,1.405,1.68,3.613,0.0216,
4318,Switchboard,4.977,83.0,16.676,222.42,588,519,118.14,104.28,0.3912,0.3044,0.2078,35,8.368,5.088,9.148,34,0.168,0.181,34,0.5159,5.023,,,,0.804,,,0.804,0.0,2.813,5.47,0.201,0.0091,0.603
4319,Switchboard,4.986,75.0,15.042,201.16,511,492,102.48,98.67,0.3738,0.4065,0.2007,24,12.59,2.763,23.176,23,-0.139,0.026,23,0.5463,5.616,,,,0.602,,,0.602,0.0,2.407,4.03,0.602,0.0136,1.003
4320,Switchboard,4.986,83.0,16.646,194.94,637,335,127.75,67.19,0.383,0.5164,0.1552,22,13.727,9.165,13.912,21,-0.145,-0.03,21,0.6645,4.011,,,,0.201,,,0.201,0.0,2.808,4.02,2.006,0.0324,0.401
4321,Switchboard,4.999,22.0,4.401,152.43,139,623,27.81,124.63,0.554,0.3981,0.3072,16,17.686,11.039,19.254,15,1.035,0.648,15,0.2086,0.8,,,,0.0,,,0.0,0.0,0.2,0.18,0.0,0.0007,1.2
4322,Switchboard,4.982,56.0,11.239,195.09,594,378,119.22,75.87,0.3805,0.4339,0.1452,25,11.707,6.566,12.855,24,0.254,0.167,24,0.5855,1.806,,,,0.602,,,0.602,0.0,2.208,4.95,1.405,0.0041,
4323,Switchboard,4.985,122.0,24.476,183.17,410,503,82.25,100.91,0.4268,0.3539,0.1668,43,6.919,3.05,10.665,42,0.036,0.048,42,0.4788,6.62,,,,0.802,,,0.802,0.0,3.411,6.29,4.213,0.0124,
4324,Switchboard,4.978,112.0,22.498,212.13,714,342,143.43,68.7,0.3389,0.4444,0.2364,54,5.272,1.894,6.794,53,0.256,0.21,53,0.6807,4.018,,,,0.402,,,0.402,0.0,2.611,2.77,0.402,0.0364,
4325,Switchboard,4.976,90.0,18.087,166.6,447,382,89.83,76.77,0.4072,0.4424,0.295,38,7.536,2.314,9.047,37,0.317,0.272,37,0.5925,5.426,,,,0.0,,,0.0,0.0,2.412,4.31,1.809,0.008,2.813
4326,Switchboard,4.983,50.0,10.034,176.4,212,667,42.54,133.86,0.4151,0.3883,0.2209,14,20.971,10.567,23.965,13,0.409,0.255,13,0.2517,5.017,,,,0.201,,,0.201,0.0,0.602,1.06,0.0,0.0083,
4327,Switchboard,4.994,56.0,11.214,186.44,506,425,101.33,85.11,0.3953,0.4635,0.1622,22,13.41,3.616,17.24,21,0.215,0.104,21,0.526,1.202,,,,0.0,,,0.0,0.0,2.203,3.32,2.203,0.0134,0.801
4328,Switchboard,4.992,31.0,6.21,173.28,333,532,66.71,106.57,0.4354,0.3872,0.2027,14,21.315,6.59,32.564,13,0.079,0.268,13,0.3461,1.603,,,,0.2,,,0.2,0.0,0.801,1.86,0.601,0.0008,
4329,Switchboard,4.223,95.0,22.496,218.57,542,381,128.35,90.22,0.3856,0.4777,0.2199,46,5.337,2.103,7.431,45,0.066,0.114,45,0.5635,3.789,,,,0.237,,,0.237,0.0,4.026,5.91,1.894,0.0193,1.184
4330,Switchboard,5.018,38.0,7.573,210.46,357,699,71.15,139.31,0.4902,0.3391,0.1927,12,24.753,10.963,29.17,11,0.293,0.205,11,0.3625,2.392,,,,0.0,,,0.0,0.0,0.199,0.09,0.598,0.0099,0.598
4331,Switchboard,4.995,80.0,16.015,182.17,277,633,55.45,126.72,0.4477,0.3649,0.2052,38,7.951,3.011,9.737,37,-0.094,0.024,37,0.3158,2.002,,,,1.001,,,1.001,0.0,3.804,6.42,1.201,0.0065,
4332,Switchboard,4.975,61.0,12.26,159.78,539,256,108.33,51.45,0.397,0.5117,0.2332,30,9.471,4.735,10.455,29,0.485,0.25,29,0.6319,1.608,,,,0.804,,,0.804,0.0,2.613,6.13,1.005,0.0019,
4333,Switchboard,4.994,41.0,8.21,188.64,462,480,92.52,96.12,0.4394,0.4458,0.2274,22,13.106,9.124,12.932,21,0.532,0.288,21,0.4724,1.402,,,,0.0,,,0.0,0.0,0.601,0.79,0.801,0.0082,0.401
4334,Switchboard,4.994,87.0,17.422,230.09,465,684,93.12,136.97,0.3892,0.3158,0.1782,41,7.574,4.589,7.116,40,-0.274,0.083,40,0.3805,3.404,,,,1.202,,,1.202,0.0,4.205,6.8,1.001,0.0049,1.202
4335,Switchboard,4.963,114.0,22.969,193.02,428,530,86.23,106.79,0.3715,0.4132,0.2095,52,5.523,2.415,7.001,51,0.201,0.242,51,0.4996,4.03,,,,0.806,,,0.806,0.0,3.425,5.17,3.022,0.0154,
4336,Switchboard,4.981,36.0,7.228,177.48,486,398,97.57,79.91,0.4218,0.4598,0.1493,14,20.908,20.902,14.535,13,0.46,0.268,13,0.5244,2.811,,,,0.0,,,0.0,0.0,0.602,0.85,0.402,0.002,0.402
4337,Switchboard,4.981,74.0,14.857,170.65,320,530,64.25,106.41,0.5,0.3604,0.2524,38,7.478,2.897,9.567,37,0.374,0.325,37,0.3627,3.413,,,,0.402,,,0.402,0.0,1.205,2.75,1.606,0.0049,
4338,Switchboard,5.004,48.0,9.593,192.26,247,715,49.36,142.89,0.5789,0.3622,0.182,20,15.09,2.951,20.4,19,-0.097,0.127,19,0.2092,2.198,,,,0.6,,,0.6,0.0,1.399,4.54,0.999,0.0166,
4339,Switchboard,4.974,65.0,13.067,188.56,478,460,96.09,92.47,0.4372,0.4609,0.2006,24,12.153,7.544,13.439,23,0.29,0.243,23,0.4809,5.026,,,,0.201,,,0.201,0.0,1.608,1.44,0.603,0.0072,1.407
4340,Switchboard,5.01,87.0,17.365,198.4,474,520,94.61,103.79,0.4072,0.3692,0.2518,47,6.17,3.902,6.829,46,0.212,0.283,46,0.532,2.395,,,,1.198,,,1.198,0.0,3.393,6.06,1.796,0.0005,1.597
4341,Switchboard,4.996,79.0,15.812,163.12,544,271,108.88,54.24,0.3419,0.4244,0.2298,34,8.854,4.441,10.348,33,-0.04,0.206,33,0.5934,2.602,,,,1.801,,,1.601,0.2,4.403,9.4,0.801,0.0162,0.6
4342,Switchboard,4.997,80.0,16.008,188.5,626,316,125.27,63.23,0.3914,0.4905,0.1869,37,7.66,4.24,10.875,36,0.429,0.506,36,0.6627,2.401,,,,0.2,,,0.2,0.0,1.601,2.62,2.001,0.0212,2.001
4343,Switchboard,4.98,55.0,11.045,172.5,450,409,90.37,82.13,0.4489,0.4841,0.1789,18,16.658,2.453,23.881,17,-0.065,-0.038,17,0.5295,3.615,,,,0.201,,,0.201,0.0,2.008,3.18,0.803,0.0125,
4344,Switchboard,4.963,170.0,34.256,189.41,445,495,89.67,99.74,0.409,0.3919,0.2065,82,3.589,1.817,4.646,81,0.038,0.093,81,0.4682,4.635,,,,1.209,,,1.209,0.0,7.657,12.24,1.814,0.0193,
4345,Switchboard,4.978,23.0,4.62,153.67,442,323,88.79,64.88,0.4072,0.4923,0.2301,10,28.455,27.153,17.158,9,1.433,1.236,9,0.4999,1.808,,,,0.0,,,0.0,0.0,0.0,0,0.201,0.0041,1.205
4346,Switchboard,4.955,52.0,10.494,186.67,470,455,94.85,91.82,0.3809,0.3978,0.1959,10,29.326,13.675,33.4,9,0.447,0.6,9,0.5579,5.045,,,,0.0,,,0.0,0.0,0.404,0.41,1.211,0.011,0.404
4347,Switchboard,5.013,97.0,19.35,228.21,660,484,131.66,96.55,0.347,0.5062,0.1166,50,6.101,3.918,6.464,49,-0.089,0.114,49,0.5773,2.793,,,,1.396,,,1.396,0.0,4.189,9.48,1.596,0.0028,1.396
4348,Switchboard,4.976,41.0,8.239,221.06,697,403,140.07,80.99,0.3931,0.4218,0.1836,25,11.449,8.996,10.195,24,0.445,0.431,24,0.6486,1.407,,,,0.402,,,0.402,0.0,0.804,1.66,0.0,0.0058,
4349,Switchboard,4.985,49.0,9.83,184.97,618,304,123.98,60.99,0.3641,0.4507,0.2351,20,14.966,4.047,21.602,19,-0.066,0.142,19,0.6984,2.407,,,,0.401,,,0.401,0.0,1.404,3.25,0.802,0.0113,0.602
4350,Switchboard,4.976,100.0,20.096,215.03,691,379,138.87,76.17,0.3719,0.4644,0.1322,37,8.024,3.392,9.417,36,0.03,0.22,36,0.6594,3.215,,,,1.206,,,1.206,0.0,3.416,5.14,1.608,0.0374,
4351,Switchboard,4.994,79.0,15.82,194.05,801,168,160.4,33.64,0.3833,0.5298,0.1547,23,12.863,5.326,17.016,22,0.116,0.106,22,0.8184,5.607,,,,0.601,,,0.401,0.2,1.402,2.79,2.603,0.0081,
4352,Switchboard,4.981,77.0,15.459,231.29,840,312,168.65,62.64,0.319,0.4359,0.1776,33,9.381,3.368,16.205,32,-0.339,-0.216,32,0.7389,1.606,,,,1.205,,,1.205,0.0,4.015,10.96,0.803,0.0163,
4353,Switchboard,4.972,119.0,23.935,227.28,383,747,77.03,150.25,0.3681,0.3199,0.1761,49,6.288,2.534,8.927,48,-0.205,-0.097,48,0.3829,6.034,,,,1.81,,,1.81,0.0,5.833,11.9,0.805,0.0154,1.408
4354,Switchboard,4.972,80.0,16.091,178.61,463,425,93.13,85.48,0.3866,0.3506,0.2912,36,7.845,2.036,11.253,35,0.416,0.245,35,0.471,3.017,,,,0.402,,,0.402,0.0,1.609,2.46,1.81,0.024,
4355,Switchboard,4.995,67.0,13.413,168.76,548,295,109.7,59.06,0.4526,0.4407,0.2901,36,7.614,2.341,10.388,35,0.721,0.552,35,0.604,4.805,,,,0.2,,,0.2,0.0,1.001,0.9,0.2,0.0001,
4356,Switchboard,4.984,65.0,13.042,195.62,473,502,94.9,100.72,0.3658,0.3984,0.2191,19,15.482,11.367,14.385,18,0.207,0.277,18,0.4769,5.217,,,,0.0,,,0.0,0.0,1.003,2.66,0.602,0.0117,1.204
4357,Switchboard,4.988,96.0,19.245,193.05,556,407,111.46,81.59,0.3507,0.4545,0.1769,33,8.813,3.75,10.852,32,0.256,0.367,32,0.5951,4.611,,,,0.802,,,0.802,0.0,2.205,3.21,3.608,0.02,
4358,Switchboard,4.987,30.0,6.015,181.46,601,304,120.51,60.96,0.3794,0.4868,0.1884,16,17.899,19.951,13.587,15,0.467,0.649,15,0.6079,1.003,,,,0.401,,,0.401,0.0,0.602,1.25,0.201,0.006,0.201
4359,Switchboard,4.99,129.0,25.852,212.83,555,507,111.22,101.61,0.3495,0.4181,0.114,72,4.15,2.111,4.781,71,-0.009,0.053,71,0.5098,4.81,,,,0.802,,,0.802,0.0,5.812,8.21,0.401,0.0002,
4360,Switchboard,4.985,56.0,11.233,143.83,419,298,84.05,59.78,0.3866,0.4732,0.3554,22,13.095,5.77,14.854,21,0.505,0.415,21,0.5816,4.413,,,,0.401,,,0.401,0.0,1.003,1.72,0.201,0.0069,2.006
4361,Switchboard,4.988,71.0,14.233,183.83,650,267,130.3,53.53,0.4538,0.5318,0.206,22,13.697,4.06,19.845,21,-0.111,0.134,21,0.696,4.41,,,,0.601,,,0.401,0.2,2.005,5.0,0.401,0.011,
4362,Switchboard,4.953,35.0,7.066,179.69,409,481,82.57,97.11,0.4328,0.4158,0.2132,11,26.391,19.114,23.024,10,0.665,1.036,10,0.4399,1.413,,,,0.202,,,0.202,0.0,0.404,0.83,0.404,0.0169,0.202
4363,Switchboard,4.985,173.0,34.707,239.54,483,711,96.9,142.64,0.3768,0.3769,0.1246,83,3.812,2.037,4.095,82,-0.211,-0.026,82,0.4079,3.411,,,,3.21,,,3.009,0.201,9.63,19.78,2.809,0.0145,2.407
4364,Switchboard,4.981,43.0,8.633,156.4,489,290,98.18,58.22,0.409,0.4862,0.1975,10,29.36,16.272,29.422,9,0.53,0.348,9,0.57,3.815,,,,0.0,,,0.0,0.0,0.602,0.76,0.402,0.013,0.803
4365,Switchboard,4.986,67.0,13.437,140.39,497,203,99.68,40.71,0.3702,0.5764,0.3981,24,11.252,7.038,12.725,23,1.258,0.791,23,0.6977,4.813,,,,0.0,,,0.0,0.0,0.401,0.09,1.604,0.0095,
4366,Switchboard,4.979,29.0,5.825,141.4,184,520,36.96,104.44,0.5,0.3769,0.2903,9,32.423,25.052,29.208,8,0.859,1.016,8,0.2775,2.41,,,,0.0,,,0.0,0.0,0.201,0.12,0.0,0.0054,0.402
4367,Switchboard,4.964,94.0,18.935,184.72,594,323,119.65,65.06,0.3502,0.4427,0.1723,39,7.541,2.397,10.925,38,0.097,0.104,38,0.6175,4.029,,,,0.403,,,0.403,0.0,3.223,3.35,2.216,0.0098,
4368,Switchboard,4.995,83.0,16.616,213.2,498,567,99.7,113.51,0.4116,0.381,0.1193,42,6.984,3.358,8.006,41,0.154,0.178,41,0.4975,3.003,,,,0.2,,,0.2,0.0,2.202,2.38,2.402,0.0017,
4369,Switchboard,4.966,82.0,16.511,219.67,689,402,138.73,80.94,0.3933,0.4453,0.1204,26,11.629,5.113,15.696,25,-0.209,-0.124,25,0.6155,4.228,,,,0.403,,,0.403,0.0,3.423,4.37,1.409,0.015,
4370,Switchboard,4.994,59.0,11.815,171.02,247,607,49.46,121.55,0.5101,0.4086,0.2285,28,10.433,4.12,16.116,27,0.206,0.322,27,0.3159,3.404,,,,0.801,,,0.601,0.2,2.203,5.42,0.2,0.0017,0.601
4371,Switchboard,4.992,119.0,23.838,220.35,685,415,137.22,83.13,0.3679,0.4,0.1465,47,6.386,2.978,7.363,46,-0.024,0.135,46,0.643,5.008,,,,1.002,,,0.801,0.2,4.407,5.25,2.404,0.0198,
4372,Switchboard,4.974,28.0,5.629,193.19,508,453,102.12,91.07,0.4154,0.3819,0.1812,16,18.431,22.086,10.853,15,0.218,0.442,15,0.5019,0.603,,,,0.603,,,0.402,0.201,0.804,1.73,0.0,0.0092,1.809
4373,Switchboard,4.974,58.0,11.66,185.35,630,292,126.65,58.7,0.4508,0.5103,0.1659,24,11.855,6.315,14.652,23,0.593,0.622,23,0.689,3.82,,,,0.0,,,0.0,0.0,0.201,0.41,0.804,0.0092,
4374,Switchboard,4.99,86.0,17.235,178.96,695,198,139.28,39.68,0.3453,0.4899,0.1835,26,11.369,1.48,18.146,25,0.14,0.157,25,0.7375,8.217,,,,0.2,,,0.2,0.0,1.804,1.97,1.202,0.0023,
4375,Switchboard,4.99,51.0,10.221,178.36,549,341,110.02,68.34,0.3552,0.4721,0.2786,26,11.19,5.85,12.411,25,0.319,0.389,25,0.5469,1.403,,,,0.2,,,0.2,0.0,1.002,2.22,1.403,0.0051,
4376,Switchboard,5.003,62.0,12.393,172.51,556,307,111.14,61.37,0.4119,0.5179,0.2249,28,10.607,6.18,13.353,27,0.113,0.232,27,0.6709,2.399,,,,1.199,,,1.199,0.0,1.999,3.59,0.999,0.0079,1.599
4377,Switchboard,4.977,101.0,20.293,188.66,644,295,129.39,59.27,0.4053,0.5085,0.1465,35,8.409,5.23,8.349,34,0.077,0.083,34,0.6106,3.817,,,,0.804,,,0.804,0.0,2.813,6.35,0.804,0.0405,
4378,Switchboard,4.952,81.0,16.357,167.2,621,207,125.4,41.8,0.3704,0.5411,0.2346,26,11.238,2.014,26.889,25,0.146,0.108,25,0.7513,6.058,,,,0.0,,,0.0,0.0,1.817,3.3,0.404,0.0229,1.817
4379,Switchboard,5.006,79.0,15.78,219.12,349,748,69.71,149.41,0.3868,0.2995,0.145,32,9.366,3.397,12.981,31,0.021,0.084,31,0.3412,5.393,,,,0.399,,,0.399,0.0,2.197,4.47,0.599,0.0039,2.397
4380,Switchboard,4.994,66.0,13.217,207.86,577,461,115.55,92.32,0.3518,0.3557,0.2419,23,12.842,7.37,11.083,22,0.193,0.16,22,0.5822,4.406,,,,0.0,,,0.0,0.0,1.602,3.14,0.2,0.0174,0.601
4381,Switchboard,4.979,30.0,6.025,207.06,767,264,154.04,53.02,0.3716,0.5038,0.1299,7,41.821,19.264,41.64,6,0.861,0.76,6,0.7655,3.013,,,,0.0,,,0.0,0.0,0.201,0.29,0.201,0.0067,
4382,Switchboard,4.982,53.0,10.637,166.38,499,330,100.15,66.23,0.4188,0.503,0.2547,26,10.812,4.291,13.553,25,0.638,0.491,25,0.5766,1.806,,,,0.401,,,0.401,0.0,1.004,2.22,0.401,0.0192,0.602
4383,Switchboard,4.963,63.0,12.695,167.45,407,424,82.01,85.44,0.4668,0.4387,0.2239,29,9.329,7.335,8.069,28,0.967,0.673,28,0.5073,1.814,,,,0.202,,,0.202,0.0,0.605,0.75,1.411,0.026,
4384,Switchboard,4.99,100.0,20.04,229.46,584,561,117.04,112.43,0.3733,0.3939,0.1633,40,7.368,2.829,8.806,39,0.104,0.089,39,0.5546,4.81,,,,0.601,,,0.601,0.0,3.607,6.89,2.405,0.0053,0.401
4387,Switchboard,4.992,72.0,14.423,167.67,354,483,70.91,96.75,0.4887,0.441,0.2278,30,9.424,5.862,9.46,29,0.512,0.555,29,0.4249,2.204,,,,0.2,,,0.2,0.0,0.801,1.43,3.405,0.0169,
4400,Switchboard,4.979,79.0,15.868,203.47,588,425,118.1,85.36,0.3537,0.4094,0.2184,33,8.864,2.263,12.436,32,0.193,0.152,32,0.5512,2.812,,,,0.201,,,0.201,0.0,2.009,1.77,1.607,0.0161,
4421,Switchboard,4.992,28.0,5.609,158.05,558,231,111.78,46.27,0.3477,0.4935,0.3123,8,36.895,22.419,38.612,7,0.46,0.411,7,0.6729,1.803,,,,0.0,,,0.0,0.0,0.2,0.18,0.401,0.0116,
4433,Switchboard,4.977,59.0,11.854,189.47,270,673,54.25,135.22,0.5111,0.3938,0.1649,19,15.433,1.842,30.105,18,0.298,0.343,18,0.3078,3.215,,,,0.201,,,0.201,0.0,0.804,1.47,3.014,0.0049,
4440,Switchboard,4.98,109.0,21.889,198.2,523,464,105.03,93.18,0.3633,0.4181,0.2223,43,7.08,2.156,12.27,42,-0.156,-0.141,42,0.4993,3.615,,,,1.004,,,1.004,0.0,5.02,10.1,1.004,0.0266,
4443,Switchboard,4.996,117.0,23.417,247.38,593,643,118.69,128.7,0.3659,0.3655,0.1353,53,5.742,3.353,6.633,52,-0.089,0.125,52,0.4879,5.404,,,,0.801,,,0.801,0.0,4.003,7.23,2.602,0.0053,2.001
4445,Switchboard,4.982,51.0,10.236,181.24,310,593,62.22,119.02,0.5548,0.398,0.1991,14,20.893,17.013,19.639,13,0.486,0.419,13,0.363,3.813,,,,0.201,,,0.201,0.0,0.401,0.56,2.007,0.0053,
4448,Switchboard,4.975,58.0,11.657,164.61,371,448,74.57,90.04,0.3908,0.4353,0.2388,24,11.996,4.871,15.858,23,0.45,0.419,23,0.4683,3.819,,,,0.201,,,0.201,0.0,0.603,1.95,1.206,0.0092,
4467,Switchboard,4.979,41.0,8.235,203.47,444,569,89.18,114.29,0.4032,0.3568,0.2379,25,11.722,5.028,12.015,24,0.234,0.231,24,0.4697,1.004,,,,0.0,,,0.0,0.0,1.406,2.13,0.402,0.0043,
4474,Switchboard,4.959,51.0,10.284,192.38,439,515,88.53,103.85,0.4419,0.4155,0.2138,29,10.068,5.917,9.684,28,0.198,0.408,28,0.5177,0.807,,,,0.403,,,0.403,0.0,1.21,2.01,0.202,0.0149,
4483,Switchboard,4.965,107.0,21.549,214.89,676,391,136.14,78.75,0.3536,0.4373,0.1675,44,6.791,1.987,9.264,43,-0.039,0.077,43,0.634,5.84,,,,1.007,,,1.007,0.0,4.028,7.64,1.007,0.0111,1.813
4488,Switchboard,5.0,44.0,8.8,175.6,231,647,46.2,129.4,0.4892,0.3849,0.2596,19,15.035,5.047,21.091,18,0.638,0.548,18,0.2958,3.4,,,,0.2,,,0.2,0.0,1.0,2.05,0.4,0.001,
4493,Switchboard,5.005,80.0,15.985,193.41,601,367,120.08,73.33,0.3195,0.4768,0.2043,35,8.418,4.533,10.698,34,0.165,0.272,34,0.5607,3.397,,,,0.599,,,0.599,0.0,2.198,3.27,1.399,0.0171,
4495,Switchboard,4.955,60.0,12.108,181.02,434,463,87.58,93.44,0.4493,0.4449,0.2309,24,11.849,7.483,11.196,23,0.559,0.534,23,0.4942,3.229,,,,0.0,,,0.0,0.0,0.404,0.31,1.211,0.02,
4497,Switchboard,4.964,37.0,7.453,171.63,425,427,85.61,86.01,0.4118,0.4098,0.192,10,29.548,21.382,30.051,9,0.107,0.481,9,0.5168,2.014,,,,0.201,,,0.201,0.0,0.806,2.26,0.0,0.0187,
4501,Switchboard,4.987,99.0,19.851,207.13,832,201,166.83,40.3,0.3149,0.5771,0.2667,51,5.694,1.904,10.088,50,0.175,0.191,50,0.7921,2.406,,,,0.602,,,0.602,0.0,3.609,5.68,2.607,0.0031,
